Email,Empresa,Website,Industria,Tipo,Descripción,Estado,País,Fuente,Fecha
conveniosempresariales@uh.ac.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservaciones.aeropuerto@hgicr.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservations@marinabahiagolfito.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
convenios@lagloria.co.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
volt.fitnesscr@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
nalvarado@ekonocr.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservations@villalapas.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
opticamuranocr@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
jperez@hospitalunibecr.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
amaroto@laboratoriolabitec.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
v.berger@laboratoriosanjose.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
gmorales@almaceneselrey.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
reservas@amigorentacar.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:50
anunez@dmviajescr.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
info@fincakoki.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
maureen@ecoquintas.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
carlos.salas@faytur.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
visualproalajuela@gmail.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
conveniosempresariales4@opticasjimenez.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
natasha.rodriguez@concasa.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
carlos.soto@viajerosdelsur.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
sandra.sierra@asembis.org,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
corporativo.cr@smartfit.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
asociaciones@intelec.co.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
msanabria@lecameleonhotel.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
apineda@a-v.cr,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
corporativo04@bayislandcruises.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
esiles@viajesatumedidacr.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
info@orbitalcarshop.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
eobregon@qvivaresorts.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
schavez@holacompras.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
karol@treebuhotels.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
reservations1pcr-lir@planethollywoodhotels.com,ASOUTN,http://www.asoutn.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros incluyendo crédito, financiamiento, ahorros ",NEW,CR,serper_search,2026-03-22 15:49
asoteletica@teletica.com,ASOTELETICA - Asociación Solidarista de Empleados Televisora de Costa Rica SA y Empresas subsidiarias,http://www.asoteletica.com/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros a sus miembros, incluyendo créditos y ahorro",NEW,CR,serper_search,2026-03-22 15:49
serviciocliente@asosejud.org,ASOSEJUD,http://www.asosejud.net/,finanzas,solidarista,Asociación solidarista de empleados del Poder Judicial de Costa Rica que ofrece servicios financiero,NEW,CR,serper_search,2026-03-22 15:49
info@asemopt.com,ASEMOPT - Asociación Solidarista de Empleados del Ministerio de Obras Públicas y Transportes y Afines,https://asemopt.com/,finanzas,solidarista,"Asociación solidarista que brinda soluciones financieras a sus asociados, incluyendo planes de ahorr",NEW,CR,serper_search,2026-03-22 15:49
servicioalcliente@ashos.net,ASHOS CIMA,https://www.facebook.com/pg/ASHOS-CIMA-572054092954078/about/?ref=page_internal,salud,solidarista,Asociación Solidarista de Empleados del Hospital San José (CIMA). Organización que brinda servicios ,NEW,CR,serper_search,2026-03-22 15:49
asofunde@dhr.go.cr,ASOFUNDE,https://sites.google.com/dhr.go.cr/asofunde/p%C3%A1gina-principal,finanzas,solidarista,"ASOFUNDE es una asociación solidarista que ofrece servicios financieros a sus afiliados, incluyendo ",NEW,CR,serper_search,2026-03-22 15:48
c_sp0cutuggguoa0a3tmgui6tvt8@group.calendar.google.com,ASOFUNDE,https://sites.google.com/dhr.go.cr/asofunde/p%C3%A1gina-principal,finanzas,solidarista,"ASOFUNDE es una asociación solidarista que ofrece servicios financieros a sus afiliados, incluyendo ",NEW,CR,serper_search,2026-03-22 15:48
servicio.mensajeria@aseprismar.com,Aseprismar,https://aseprismar.com/,finanzas,solidarista,"Aseprismar es una asociación solidarista que ofrece servicios financieros a sus miembros, incluyendo",NEW,CR,serper_search,2026-03-22 15:48
hotelelguayacan@gmail.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,Organización solidarista costarricense que ofrece servicios financieros incluyendo créditos con tasa,NEW,CR,serper_search,2026-03-22 15:48
reservas@adobecar.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,Organización solidarista costarricense que ofrece servicios financieros incluyendo créditos con tasa,NEW,CR,serper_search,2026-03-22 15:48
plataforma@boston.ac.cr,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,Organización solidarista costarricense que ofrece servicios financieros incluyendo créditos con tasa,NEW,CR,serper_search,2026-03-22 15:48
servicio@asefemsa.com,ASEFEMSA,https://www.asefemsa.com/,finanzas,solidarista,Organización solidarista costarricense que ofrece servicios financieros incluyendo créditos con tasa,NEW,CR,serper_search,2026-03-22 15:48
asepsa@pfizer.com,ASEPSA,https://asepsa.com/sobre-nosotros/,finanzas,solidarista,"Asociación solidarista costarricense que ofrece planes de ahorro, créditos, mensajería y convenios a",NEW,CR,serper_search,2026-03-22 15:47
info@aedcr.com,ASECCSS,https://www.aedcr.com/empresas-aed/directorio/aseccss,finanzas,solidarista,"ASECCSS es la asociación solidarista más grande de Costa Rica, enfocada en apoyar el bienestar integ",NEW,CR,serper_search,2026-03-22 15:47
sostenibilidad@aseccss.com,ASECCSS,https://www.aedcr.com/empresas-aed/directorio/aseccss,finanzas,solidarista,"ASECCSS es la asociación solidarista más grande de Costa Rica, enfocada en apoyar el bienestar integ",NEW,CR,serper_search,2026-03-22 15:47
servicioalcliente@asealign.com,Asealign,https://www.asealign.com/,otro,solidarista,Asociación solidarista de empleados de Align Technology en Costa Rica. Representa los intereses de c,NEW,CR,serper_search,2026-03-22 15:47
aset2006@gmail.com,ASET,https://www.aset-itcr.com/Contact/Index/86,finanzas,solidarista,ASET es una organización solidarista que se dedica a hacer crecer el patrimonio de sus afiliados con,NEW,CR,serper_search,2026-03-22 15:47
aset@itcr.ac.cr,ASET,https://www.aset-itcr.com/Contact/Index/86,finanzas,solidarista,ASET es una organización solidarista que se dedica a hacer crecer el patrimonio de sus afiliados con,NEW,CR,serper_search,2026-03-22 15:47
administracion@asesch.com,ASESCH (Asociación Solidarista de Empleados de Schneider Electric Costa Rica),https://asesch.com/contacto/,otro,solidarista,Asociación solidarista que representa a los empleados de Schneider Electric en Costa Rica. Ofrece pr,NEW,CR,serper_search,2026-03-22 15:47
porto@domain.com,ASINTEL,https://asintel.cr/,finanzas,solidarista,"Asociación Solidarista fundada en 1985 que ofrece servicios financieros integral como ahorros, prést",NEW,CR,serper_search,2026-03-22 15:46
consultas@asintelcr.com,ASINTEL,https://asintel.cr/,finanzas,solidarista,"Asociación Solidarista fundada en 1985 que ofrece servicios financieros integral como ahorros, prést",NEW,CR,serper_search,2026-03-22 15:46
servicioalasociado@aseccss.com,ASECCSS,https://aseccss.com/contactanos/,finanzas,solidarista,"Institución financiera solidarista costarricense que ofrece servicios de crédito, ahorros, inversion",NEW,CR,serper_search,2026-03-22 15:46
info@asetaca.co.cr,Asetaca,http://www.asetaca.co.cr/,finanzas,solidarista,"Institución financiera que ofrece servicios a asociados incluyendo préstamos, créditos especiales, a",NEW,CR,serper_search,2026-03-22 15:46
info@aap.cl,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:46
tmoreno@uci.ac.cr,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:46
info@fvmproducts.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:46
rmolina@bottega.cr,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:46
reservaciones@hotelcostapacifica.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:46
info@olincahotel.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:45
info@aselecom.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:45
ventas@monton.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:45
olaainvestments@gmail.com,Directorio Solidaristas,https://directorio.solidaristas.click/,directorios y bases de datos,solidarista,Directorio en línea que facilita el registro y listado de empresas e instituciones solidaristas en C,NEW,CR,serper_search,2026-03-22 15:45
cds@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/centro-de-desarrollo-solidarista/,asociaciones y movimientos solidaristas,solidarista,Confederación que representa el movimiento solidarista en Costa Rica con 78 años de trayectoria. Ofr,NEW,CR,serper_search,2026-03-22 15:45
rvazquez@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/centro-de-desarrollo-solidarista/,asociaciones y movimientos solidaristas,solidarista,Confederación que representa el movimiento solidarista en Costa Rica con 78 años de trayectoria. Ofr,NEW,CR,serper_search,2026-03-22 15:45
sbonilla@solidarismo.or.cr,Movimiento Solidarista Costarricense (MSC) / CONASOL,https://conasol.cr/services/afiliacion-y-mercadeo/,asociaciones de trabajadores y economía social,solidarista,Organización solidarista costarricense con 78 años de trayectoria que representa y agrupa asociacion,NEW,CR,serper_search,2026-03-22 15:45
lescalante@solidarismo.or.cr,Movimiento Solidarista Costarricense (MSC) / CONASOL,https://conasol.cr/services/afiliacion-y-mercadeo/,asociaciones de trabajadores y economía social,solidarista,Organización solidarista costarricense con 78 años de trayectoria que representa y agrupa asociacion,NEW,CR,serper_search,2026-03-22 15:45
prodriguez@solidarismo.or.cr,Movimiento Solidarista Costarricense (MSC) / CONASOL,https://conasol.cr/services/afiliacion-y-mercadeo/,asociaciones de trabajadores y economía social,solidarista,Organización solidarista costarricense con 78 años de trayectoria que representa y agrupa asociacion,NEW,CR,serper_search,2026-03-22 15:45
ecespedes@solidarismo.or.cr,Movimiento Solidarista Costarricense (MSC) / CONASOL,https://conasol.cr/services/afiliacion-y-mercadeo/,asociaciones de trabajadores y economía social,solidarista,Organización solidarista costarricense con 78 años de trayectoria que representa y agrupa asociacion,NEW,CR,serper_search,2026-03-22 15:45
kmora@solidarismo.or.cr,CONASOL (Confederación Nacional de Asociaciones Solidaristas de Costa Rica),https://conasol.cr/services/oportunidades-laborales/,otro,solidarista,Organización solidarista costarricense con 78 años de trayectoria. Promueve el solidarismo y el prog,NEW,CR,serper_search,2026-03-22 15:45
wfernandez@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/asesoria-solidarista/,movimiento social y solidarismo,solidarista,"Organización solidarista costarricense con 78 años de trayectoria que asesora, constituye, capacita ",NEW,CR,serper_search,2026-03-22 15:45
avargas@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/asesoria-solidarista/,movimiento social y solidarismo,solidarista,"Organización solidarista costarricense con 78 años de trayectoria que asesora, constituye, capacita ",NEW,CR,serper_search,2026-03-22 15:45
rhidalgo@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/asesoria-solidarista/,movimiento social y solidarismo,solidarista,"Organización solidarista costarricense con 78 años de trayectoria que asesora, constituye, capacita ",NEW,CR,serper_search,2026-03-22 15:45
jgonzalez@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/asesoria-solidarista/,movimiento social y solidarismo,solidarista,"Organización solidarista costarricense con 78 años de trayectoria que asesora, constituye, capacita ",NEW,CR,serper_search,2026-03-22 15:45
plopez@solidarismo.or.cr,CONASOL (Confederación Nacional del Movimiento Solidarista Costarricense),https://conasol.cr/services/asesoria-solidarista/,movimiento social y solidarismo,solidarista,"Organización solidarista costarricense con 78 años de trayectoria que asesora, constituye, capacita ",NEW,CR,serper_search,2026-03-22 15:45
gamonge@solidarismo.or.cr,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
mtorresa@crediq.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
gerencia@aseminsa.co.cr,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
marianela.vasquez@ict.go.cr,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
dhernandezs@grupodokka.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
jeannette.guzman@asoscotiabank.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
guvargas@coca-cola.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
gutierrezlh@bccr.fi.cr,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
kvargas@asdhlcr.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
alfonso.molinarodriguez.ext@lafargeholcim.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
rvanegas@asobancosta.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
hhd@inolasa.com,Movimiento Solidarista Costarricense (MSC),https://conasol.cr/msc/,otro,solidarista,Asociación civil sin fines de lucro establecida en 1980 que agremia asociaciones solidaristas en Cos,NEW,CR,serper_search,2026-03-22 15:44
info@asesudiss.com,ASESUDISS,https://www.asesudiss.com/asociacion/,finanzas,solidarista,Asociación solidarista fundada en 1988 para trabajadores de la Caja Costarricense de Seguro Social. ,NEW,CR,serper_search,2026-03-22 15:44
servicioalcliente@asoecorr.com,ASOECORR,https://www.asoecorr.com/afilieseaqui,finanzas,solidarista,Asociación Solidarista de Empleados de Correos de Costa Rica con 22 años de trayectoria. Ofrece a su,NEW,CR,serper_search,2026-03-22 15:42
administracion@asefuncr.com,ASEFUN - Asociación Solidarista de los empleados de FUNDEVI - UCR,https://asefun.com/index.php/contactenos.html,finanzas,solidarista,Asociación solidarista que ofrece servicios financieros a sus afiliados incluyendo aportes obligator,NEW,CR,serper_search,2026-03-22 15:41
servicioalcliente@aseparadise.org,AseParadise,https://aseparadise.org/contacto/,finanzas,solidarista,"Asociación solidarista que ofrece líneas de crédito, productos de ahorro y excedentes, convenios y b",NEW,CR,serper_search,2026-03-22 15:41
asetec@itcr.ac.cr,Asociación Solidarista de Empleados del I.T.C.R (ASETEC),https://aseteccr.com/,finanzas,solidarista,Asociación solidarista que ofrece servicios financieros a empleados del Instituto Tecnológico de Cos,NEW,CR,serper_search,2026-03-22 15:41
info@aselegis.or.cr,ASELEGIS,https://www.aselegis.or.cr/site/?page=contacto,legal,solidarista,"ASELEGIS es una organización solidarista ubicada en San José, Costa Rica, que opera dentro de la Asa",NEW,CR,serper_search,2026-03-22 15:41
gerencia@asomedical.net,ASOMEDICAL (Asociación Solidarista de Empleados de Abbott Medical),https://www.asomedical.net/es/contacto/,finanzas,solidarista,"Asociación solidarista que ofrece servicios financieros a empleados de Abbott Medical, incluyendo lí",NEW,CR,serper_search,2026-03-22 15:41
asociacion@asobancosta.com,ASOBANCOSTA,https://www.asobancosta.com/contactenos/,finanzas,solidarista,ASOBANCOSTA es una asociación solidarista que ofrece productos y servicios financieros incluyendo so,NEW,CR,serper_search,2026-03-22 15:41
mercadeo@tecnosagot.com,TecnoSagot,https://tecnosagot.com/automatizacion-industrial-en-costa-rica-3/,tecnología,pyme,Empresa especializada en automatización industrial en Costa Rica. Ofrece soluciones personalizadas d,NEW,CR,google_search,2026-03-22 04:26
automate@flow.cr,Flow.cr,https://www.flow.cr/,tecnología,pyme,Flow.cr es una empresa costarricense que ayuda a firmas a transformar y automatizar sus procesos ope,NEW,CR,google_search,2026-03-22 04:26
info@crnube.com,CRNube,https://www.crnube.com/nuestros-servicios/automatizacion-de-procesos/,tecnología,pyme,"CRNube es una empresa de soluciones tecnológicas que ofrece servicios de hosting, seguridad y automa",NEW,CR,google_search,2026-03-22 04:26
ventas@cnergy.cr,Cnergy,https://cnergy.cr/,tecnología,corporacion,Empresa costarricense certificada como integradora de sistemas de automatización y digitalización in,NEW,CR,google_search,2026-03-22 04:26
info@ingemancr.com,Ingeman,https://ingemancr.com/,manufactura,pyme,Empresa costarricense especializada en automatización industrial y electromecánica. Ofrece solucione,NEW,CR,google_search,2026-03-22 04:25
centrodecontacto@deloittemx.com,Deloitte,https://www.deloitte.com/latam/es/about/story/nuestros-marketplaces/deloitte-costa-rica.html,consultoría,corporacion,"Deloitte es una firma global de consultoría, auditoría, impuestos y asesoramiento empresarial que pr",NEW,CR,google_search,2026-03-22 04:25
servicios@fincomeca.fi.cr,Financiera Comeca,https://www.fincomeca.fi.cr/,finanzas,solidarista,"Entidad financiera costarricense creada bajo la Ley 5044, regulada por la Superintendencia General d",NEW,CR,google_search,2026-03-22 04:25
articulo15bis-crm@sugef.fi.cr,SUGEF,https://www.sugef.fi.cr/entidades_supervisadas/lista_entidades_supervisadas_por_SUGEF.aspx,finanzas,gobierno,SUGEF es la Superintendencia General de Entidades Financieras de Costa Rica. Es una entidad gubernam,NEW,CR,google_search,2026-03-22 04:24
sugefcr@sugef.fi.cr,SUGEF,https://www.sugef.fi.cr/entidades_supervisadas/lista_entidades_supervisadas_por_SUGEF.aspx,finanzas,gobierno,SUGEF es la Superintendencia General de Entidades Financieras de Costa Rica. Es una entidad gubernam,NEW,CR,google_search,2026-03-22 04:24
info@transmares.co.cr,Transmares Costa Rica S.A.,https://www.transmares.co.cr/operador-logistico/,logística,corporacion,Empresa operadora logística que ofrece soluciones integradas de cadena de suministro incluyendo agen,NEW,CR,google_search,2026-03-22 04:24
cr.pricing@alg3pl.us,ALG,https://alg3pl.com/cr/servicios-logisticos-en-costa-rica/,logística,corporacion,"Empresa de servicios logísticos en Costa Rica que ofrece transporte marítimo, terrestre y aéreo, ade",NEW,CR,google_search,2026-03-22 04:23
info@icscostarica.com,ICS Costa Rica,https://icscostarica.com/,logística,pyme,Empresa costarricense especializada en soluciones para la industria logística y transporte refrigera,NEW,CR,google_search,2026-03-22 04:23
recursoshumanos@gsr.cr,GSR,https://www.gsr.cr/empresas-de-logistica-en-costa-rica/,logística,pyme,Operador logístico que facilita el comercio internacional mediante servicios de logística internacio,NEW,CR,google_search,2026-03-22 04:23
atencionalcliente@gsr.cr,GSR,https://www.gsr.cr/empresas-de-logistica-en-costa-rica/,logística,pyme,Operador logístico que facilita el comercio internacional mediante servicios de logística internacio,NEW,CR,google_search,2026-03-22 04:23
talento@ologistics.com,OLO Soluciones Logísticas,https://www.ologistics.com/,logística,pyme,Empresa costarricense de logística que ofrece servicios integrales a pymes y grandes empresas. Propo,NEW,CR,google_search,2026-03-22 04:23
ventas@ologistics.com,OLO Soluciones Logísticas,https://www.ologistics.com/,logística,pyme,Empresa costarricense de logística que ofrece servicios integrales a pymes y grandes empresas. Propo,NEW,CR,google_search,2026-03-22 04:23
ilg@ilglogistics.com,ILG Logistics,https://www.ilglogistics.com/es/costa-rica-es,logística,corporacion,"Empresa de logística y transporte que ofrece servicios de consolidación de carga, agencia marítima, ",NEW,CR,google_search,2026-03-22 04:22
box@crlogistica.com,CR Logística,http://www.crlogistica.com/,logística,pyme,Empresa especializada en soluciones logísticas integrales para el sector farmacéutico y salud. Ofrec,NEW,CR,google_search,2026-03-22 04:22
info@alta-tecnologia.com,Alta Tecnología,https://www.alta-tecnologia.com/,tecnología,corporacion,"Empresa de tecnología que ofrece soluciones, servicios y productos especializados en software de ges",NEW,CR,google_search,2026-03-22 04:22
social@bizlatinhub.com,Biz Latin Hub,https://www.bizlatinhub.com/es/3-empresas-tecnologicas-de-costa-rica-a-seguir/,legal,corporacion,"Empresa de servicios profesionales que ofrece formación de empresas, servicios legales, contabilidad",NEW,CR,google_search,2026-03-22 04:21
info@whitemonkey.io,White Monkey,https://whitemonkey.io/empresas-de-tecnologia-en-costa-rica,tecnología,pyme,"Empresa costarricense de desarrollo de software que ofrece soluciones personalizadas, software outso",NEW,CR,google_search,2026-03-22 04:21
info@broditec.net,Broditec,https://broditec.net/blog/empresas-desarrollo-software-costa-rica,tecnología,pyme,"Empresa costarricense de desarrollo de software que ofrece servicios de programación, desarrollo de ",NEW,CR,google_search,2026-03-22 04:21
contactenos@grupocma.com,Grupo CMA,https://grupocma.com/,tecnología,corporacion,Empresa costarricense proveedora de servicios TI con más de 40 años de experiencia. Ofrece contratos,NEW,CR,google_search,2026-03-22 04:20
